id,text,primary_emotion,secondary_emotion,teccr_context
1123,தனிமை உணர்வு நாளுக்கு நாள் அதிகமாகுது,Sadness,None,Increasing isolation feeling
1124,உதவி கிடைச்சதுக்கு நன்றியோடு இருக்கேன்,Joy,None,Received help gratitude
1125,சொன்னதை செய்யாததுக்கு கோபம் வருது,Anger,Frustration,Unmet commitment anger
1126,எதிர்காலத்தை நினைச்சா பயம் தொடருது,Fear,None,Persistent future fear
1127,வழக்கமான வேலைகள் இன்று செய்தேன்,Neutral,None,Regular task execution
1128,உள்ளம் ஒடிஞ்சு போன உணர்வு,Sadness,Despair,Broken heart sensation
1129,சின்ன சந்தோஷம் கூட போதும் இன்று,Joy,None,Sufficient small happiness
1130,நியாயத்திற்காக குரல் எழுப்பணும்,Anger,None,Justice voice demand
1131,நம்பிக்கை தொலைஞ்சு போகுமோ பயமா இருக்கு,Fear,Despair,Hope loss dread
1132,நாள் சாதாரணமாகவே கடந்தது,Neutral,None,Ordinary day passage
1133,உறவுகள் தூரமாகும் வேதனை தாங்கல,Sadness,None,Relationship distance pain
1134,நல்லது நடந்ததுக்கு மனம் நிறைவு,Joy,None,Positive event satisfaction
1135,அநியாயத்துக்கு எதிராக போராடணும்,Anger,None,Injustice resistance urge
1136,பாதுகாப்பு உணர்வு குறைஞ்சு போயிடுச்சு,Fear,None,Security reduction feeling
1137,வேலை முடிந்து வீட்டுக்கு வந்தேன்,Neutral,None,Work completion return
1138,மனம் கனத்து மூச்சு விட முடியல,Sadness,Frustration,Breathing difficulty sadness
1139,நம்பிக்கை ஒளி மீண்டும் வந்தது போல,Joy,Hope,Hope light return
1140,கோபம் அடக்க முடியாம வெடிக்குது,Anger,None,Uncontrollable anger explosion
1141,நாளை என்ன நடக்கும் தெரியாம அலைஞ்சேன்,Fear,None,Tomorrow unknowability anxiety
1142,நேரம் சாதாரணமாக செலவானது,Neutral,None,Time expenditure neutrality
1143,உள்ளம் சோர்ந்து எழுந்திரிக்க சக்தி இல்ல,Sadness,Frustration,Exhaustion immobility
1144,சந்தோஷம் சின்னதாக கிடைச்சாலும் பெரிசு,Joy,None,Small joy significance
1145,மதிப்பு இல்லாம நடத்தறாங்க கோபமா,Anger,Frustration,Valueless treatment anger
1146,எதிர்பாராத சூழல் பயத்தை கூட்டுது,Fear,None,Unexpected context fear
1147,வழக்கம்போல் காலை தொடங்கியது,Neutral,None,Morning routine start
1148,நினைவுகள் வலியை திரும்ப கொண்டுவருது,Sadness,Frustration,Memory pain retrieval
1149,நல்ல நாள் வரும் நம்பிக்கையோடு,Joy,Hope,Good day anticipation
1150,பொய் சொல்லிட்டாங்க கோபம் கட்டுப்படல,Anger,None,Lie reaction anger
1151,நிச்சயமற்ற நிலை மனதை குலுக்குது,Fear,None,Uncertainty mental shake
1152,பணி நேரம் வழக்கம்போல் முடிந்தது,Neutral,None,Work time routine end
1153,உள்ளத்தில் வெறுமை பரவிக்கிடக்குது,Sadness,None,Heart emptiness spread
1154,நன்றி சொன்னதுக்கு மனம் மகிழ்ந்தது,Joy,None,Gratitude expression joy
1155,நியாயமற்ற நடத்தை கோபத்தை தூண்டுது,Anger,Frustration,Unjust behavior trigger
1156,பயம் மனதில் வேரூன்றி வளருது,Fear,None,Fear root growth
1157,சாதாரண நாள் இன்று கழிந்தது,Neutral,None,Ordinary day closure
1158,உறவுகள் பலவீனமாகும் துக்கம்,Sadness,None,Relationship weakening grief
1159,சிறு சிரிப்பு கூட மனதை மாற்றுது,Joy,None,Tiny smile mood change
1160,அவமானப்படுத்தினா கோபம் வெடிக்கும்,Anger,None,Humiliation anger explosion
1161,எதிர்காலம் தெளிவில்லாம பயமூட்டுது,Fear,None,Unclear future fright
1162,வேலை வழக்கம்போல் செய்தேன்,Neutral,None,Work routine execution
1163,மனதில் சோகம் படிந்து கிடக்குது,Sadness,Despair,Mind sorrow layering
1164,நல்ல முடிவுக்கு நன்றி உணர்வு,Joy,None,Good outcome gratitude
1165,நியாயம் கேட்பதற்கு கோபம் எழுது,Anger,Frustration,Justice demand anger
1166,பயம் தொடர்ந்து வந்துகிட்டே இருக்கு,Fear,None,Continuous fear arrival
1167,நாள் சாதாரணமாக முடிந்தது,Neutral,None,Day ordinary ending
1168,உள்ளம் சோர்ந்து தளர்ந்து போயிடுச்சு,Sadness,Frustration,Heart fatigue collapse
1169,சந்தோஷம் கொஞ்சம் கிடைச்சாலே போதும்,Joy,None,Minimal happiness sufficiency
1170,மதிப்பிழந்த உணர்வு கோபம் கூட்டுது,Anger,None,Lost respect anger
1171,நாளை பற்றிய சிந்தனை பயம் தருது,Fear,None,Tomorrow thought fear
1172,வழக்கமான வாழ்க்கை தொடர்கிறது,Neutral,None,Life routine continuation
1173,தனிமையில் மூழ்கும் வேதனை,Sadness,None,Loneliness drowning pain
1174,நல்ல செய்தியால் மனம் லேசானது,Joy,None,Good news lightness
1175,அநியாயத்தை எதிர்க்க கோபம் வேணும்,Anger,None,Injustice opposition anger
1176,பாதுகாப்பு இல்லாம பயம் அதிகமாகுது,Fear,None,Safety absence fear
1177,சாதாரண பணி இன்று முடிந்தது,Neutral,None,Regular work completion
1178,உள்ளத்தில் துயரம் குவிந்திருக்குது,Sadness,Despair,Heart grief accumulation
1179,சிரிப்பு திரும்ப வந்ததில் நிம்மதி,Joy,None,Laughter return relief
1180,பொறுமை முடிந்து கோபம் வெளிவருது,Anger,None,Patience exhaustion anger
1181,எதிர்பார்ப்பு பயத்தோடு கலந்திருக்குது,Fear,Hope,Expectation fear blend
1182,நேரம் வழக்கமாக கழிந்தது,Neutral,None,Time routine flow
